text,place,place_num,area,area_num,latlon
Της νύχτας τα καμώματα τα βλέπει η 'μέρα και γελάει,"{'Ήπειρος', 'Ημαθία>Βασσαράς'}",2,"{'Ημαθία', 'Ήπειρος'}",2,"[(40.65453325, 22.13931950431656), (39.6501917, 20.690845557013784)]"
Της νύχτας τα καμώματα τα βλέπει η μέρα και γελάει,"{'Μεσσηνία>Αβία', 'Αρκαδία>Κυνουρία>Θυρέα', 'Καππαδοκία>Φάρασα', 'Μεσσηνία>Αετός Τριφυλίας'}",4,"{'Μεσσηνία', 'Αρκαδία', 'Καππαδοκία'}",3,"[(36.70694815, 22.122363134012744), (37.42908855, 22.423541964571157), (41.9815716, 13.2766093)]"
Της νύχτας τη δουλειά βλέπ' η μέρα και γελά,"{'Δαρδανέλλια (Ελλήσποντος)', 'Θράκη>Σηλυβρία'}",2,"{'Δαρδανέλλια (Ελλήσποντος)', 'Θράκη'}",2,"[(40.20917255, 26.44139082761628), (38.0105134, 23.7327576)]"
Της νύχτας τη δουλειά τη βλέπει η μέρα και γελάει,"{'Αρκαδία>Γορτυνία>Σέρβος', 'Μεσσηνία>Μανιάκι'}",2,"{'Μεσσηνία', 'Αρκαδία'}",2,"[(36.70694815, 22.122363134012744), (37.42908855, 22.423541964571157)]"
Της όμορφης το ριζικό η άσχημη κρατεί το,"{'Αμοργός', 'Επτάνησος'}",2,"{'Αμοργός', 'Επτάνησος'}",2,"[(36.85252415, 25.898486967715655), (38.8351105, 20.7094392)]"
"Τι 'ν' ο κάβουρας, τι 'ν' το ζουμί του","{'Αρκαδία>Γορτυνία', 'Ήπειρος>Κόνιτσα', 'Μικρά Ασία>Βιθυνία>Σιγή'}",3,"{'Μικρά Ασία', 'Ήπειρος', 'Αρκαδία'}",3,"[(38.1846366, 23.5122768), (39.6501917, 20.690845557013784), (37.42908855, 22.423541964571157)]"
Τι Γιάννης τι Τζοάννης,"{'Λακωνία', 'Ζάκυνθος'}",2,"{'Λακωνία', 'Ζάκυνθος'}",2,"[(36.76027945, 22.79046431389755), (37.78913845, 20.790089567090195)]"
"Τι έχεις Γιάννη; Ό,τ΄ είχα πάντα","{'Πήλιο>Ζαγορά', 'Φιλιππούπολη'}",2,"{'Πήλιο', 'Φιλιππούπολη'}",2,"[(39.3650875, 23.1355607), (39.6327644, 22.3965233)]"
Τι γούστο έχει το φαγεί τα ξαναζεσταμένο. Τι χάζι έχει τ' αντρόγυνο το ξαναπαντρεμένο;,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Τι γυρεύει η αλεπού στο παζάρι;,"{'Ανατολική Θράκη', 'Μικρά Ασία>Βιθυνία>Τσινάρι', 'Μικρά Ασία>Βουρλά', 'Θεσπρωτία>Παραμυθιά'}",4,"{'Μικρά Ασία', 'Ανατολική Θράκη', 'Θεσπρωτία'}",3,"[(38.1846366, 23.5122768), (41.6759327, 26.5587225), (39.54401235, 20.308355368968883)]"
Τι είν' ο κάβουρας τι είναι το ζουμί του,"{'Αρκαδία>Κυνουρία>Θυρέα', 'Ρούμελη'}",2,"{'Αρκαδία', 'Ρούμελη'}",2,"[(37.42908855, 22.423541964571157), (35.5099769, 24.0313692)]"
"Τι είν' ο κάβουρας, τι είν' το ζουμί του","{'Κοζάνη>Βόϊο>Γαλατινή', 'Ρούμελη'}",2,"{'Κοζάνη', 'Ρούμελη'}",2,"[(40.3007259, 21.7883119), (35.5099769, 24.0313692)]"
"Τι είναι ο κάβουρας, τι είναι το ζουμί του","{'Πήλιο>Ζαγορά', 'Πάρος>Παροικιά'}",2,"{'Πήλιο', 'Πάρος'}",2,"[(39.3650875, 23.1355607), (37.06514945, 25.19197841572938)]"
Τι είνι κάβουρας τι είνι του ζουμί τ',"{'Αδριανούπολη', 'Θράκη>Σκοπός'}",2,"{'Αδριανούπολη', 'Θράκη'}",2,"[(41.7111279, 26.3579609), (38.0105134, 23.7327576)]"
Τι είχες Γιάννη; Τι είχα πάντα,"{'Μεσσηνία>Αετός Τριφυλίας', 'Επτάνησος'}",2,"{'Μεσσηνία', 'Επτάνησος'}",2,"[(36.70694815, 22.122363134012744), (38.8351105, 20.7094392)]"
"Τι καλό παιδί που είμ' εγώ, κάμε με κυρά γαμπρό, το καλό κρασί δεν πίνω, όπου το βρω δεν τ' αφήνω","{'Λακωνία', 'Αθήνα'}",2,"{'Λακωνία', 'Αθήνα'}",2,"[(36.76027945, 22.79046431389755), (37.9755648, 23.7348324)]"
Τι μου μέλλει να πιώ μέλι,"{'Λακωνία', 'Ζάκυνθος'}",2,"{'Λακωνία', 'Ζάκυνθος'}",2,"[(36.76027945, 22.79046431389755), (37.78913845, 20.790089567090195)]"
"Τι ο κάβουρας, τι το ζουμί του;","{'Κορινθία>Φενεός>Σιβίστα', 'Αρκαδία>Δημητσάνα'}",2,"{'Κορινθία', 'Αρκαδία'}",2,"[(37.96299085, 22.733342367236247), (37.42908855, 22.423541964571157)]"
Το Μάη σταράς μη γίνεσαι τον Αύγουστο πρασάς,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Το Μάρτη βάλ' αργάτη κι ας είναι κι ακαμάτης,"{'Λακωνία', 'Κέρκυρα>Οθωνοί'}",2,"{'Λακωνία', 'Κέρκυρα'}",2,"[(36.76027945, 22.79046431389755), (39.591337, 19.859618918733855)]"
Το Μάρτη ξύλα φύλαγε μην κάψης τα παλούκια,"{'Ήπειρος>Κόνιτσα', 'Κεφαλληνία'}",2,"{'Κεφαλληνία', 'Ήπειρος'}",2,"[(38.2660322, 20.53739027630735), (39.6501917, 20.690845557013784)]"
"Το Μάρτη ξύλα φύλαε, μην κάψης τα παλούκια","{'Παξοί', 'Ικαρία'}",2,"{'Παξοί', 'Ικαρία'}",2,"[(39.6226978, 19.9248847), (37.599929450000005, 26.151689404867284)]"
"Το Μάρτη ξύλα φύλαε, μην κάψης τα σταλίκια","{'Κεφαλληνία>Έρισσος', 'Ήπειρος>Λοζέτσι'}",2,"{'Κεφαλληνία', 'Ήπειρος'}",2,"[(38.2660322, 20.53739027630735), (39.6501917, 20.690845557013784)]"
Το άδικο δεν ευλογιέται,"{'Ανατολική Θράκη', 'Μικρά Ασία>Βουρλά'}",2,"{'Μικρά Ασία', 'Ανατολική Θράκη'}",2,"[(38.1846366, 23.5122768), (41.6759327, 26.5587225)]"
Το άδικο ουκ ευλογείται,"{'Κρήτη>Σητεία>Χαμέζι', 'Θράκη>Πετροχώρι Μετρών', 'Αμοργός', 'Αχαΐα>Πάτρα', 'Ήπειρος'}",5,"{'Κρήτη', 'Θράκη', 'Αχαΐα', 'Αμοργός', 'Ήπειρος'}",5,"[(35.308495199999996, 24.46334231842296), (38.0105134, 23.7327576), (38.0692748, 21.87273042232539), (36.85252415, 25.898486967715655), (39.6501917, 20.690845557013784)]"
Το ένα του βρωμά και τ' άλλο μυρίζει,"{'Λακωνία', 'Ανατολική Θράκη'}",2,"{'Λακωνία', 'Ανατολική Θράκη'}",2,"[(36.76027945, 22.79046431389755), (41.6759327, 26.5587225)]"
Το έξυπνο πουλί απ' τη μύτη πιάνεται,"{'Μικρά Ασία>Σινώπη', 'Κοζάνη>Βόϊο>Γαλατινή'}",2,"{'Μικρά Ασία', 'Κοζάνη'}",2,"[(38.1846366, 23.5122768), (40.3007259, 21.7883119)]"
Το έξυπνο πουλί από τη μύτη πιάνεται,"{'Λακωνία', 'Κρήτη>Σητεία>Χαμέζι', 'Θράκη>Σουφλί'}",3,"{'Λακωνία', 'Κρήτη', 'Θράκη'}",3,"[(36.76027945, 22.79046431389755), (35.308495199999996, 24.46334231842296), (38.0105134, 23.7327576)]"
Το ήσυχο νερό τρυπάει το βουνό,"{'Κεφαλληνία>Λειβαθώ', 'Θράκη>Σουφλί'}",2,"{'Κεφαλληνία', 'Θράκη'}",2,"[(38.2660322, 20.53739027630735), (38.0105134, 23.7327576)]"
Το αίμα νερό δε γίνεται,"{'Πήλιο>Ζαγορά', 'Θράκη>Αίνος', 'Λακωνία', 'Μεσσηνία', 'Μικρά Ασία>Κυδωνία', 'Μικρά Ασία>Βιθυνία>Κουρί', 'Αδριανούπολη', 'Μάνη', 'Ανδρίτσαινα Ολυμπίου', 'Μακεδονία'}",10,"{'Πήλιο', 'Θράκη', 'Λακωνία', 'Μικρά Ασία', 'Μεσσηνία', 'Αδριανούπολη', 'Μάνη', 'Ανδρίτσαινα Ολυμπίου', 'Μακεδονία'}",9,"[(39.3650875, 23.1355607), (38.0105134, 23.7327576), (36.76027945, 22.79046431389755), (38.1846366, 23.5122768), (36.70694815, 22.122363134012744), (41.7111279, 26.3579609), (41.4097472, 26.4024952), (37.5211202, 21.86915537501057), (40.6186482, 22.91795361795959)]"
"Το αίμα νερό δε γίνεται, [γένεται]","{'Κεφαλληνία', 'Ήπειρος'}",2,"{'Κεφαλληνία', 'Ήπειρος'}",2,"[(38.2660322, 20.53739027630735), (39.6501917, 20.690845557013784)]"
Το αίμα νερό δεν γίνεται,"{'Κοζάνη>Βόϊο>Γαλατινή', 'Ήπειρος', 'Θεσπρωτία>Παραμυθιά', 'Ρόδος>Αφάντος'}",4,"{'Θεσπρωτία', 'Κοζάνη', 'Ήπειρος', 'Ρόδος'}",4,"[(39.54401235, 20.308355368968883), (40.3007259, 21.7883119), (39.6501917, 20.690845557013784), (36.172529749999995, 27.91940163839584)]"
Το αγκάθι από μικρό αγκελώνει,"{'Αρκαδία>Γορτυνία', 'Ρούμελη'}",2,"{'Αρκαδία', 'Ρούμελη'}",2,"[(37.42908855, 22.423541964571157), (35.5099769, 24.0313692)]"
Το αγώγι ξυπνά τον αγωγιάτη,"{'Κοζάνη>Μηλιά', 'Θράκη>Αίνος', 'Θράκη>Σουφλί', 'Μήλος'}",4,"{'Κοζάνη', 'Μήλος', 'Θράκη'}",3,"[(40.3007259, 21.7883119), (36.70934405, 24.506833813253667), (38.0105134, 23.7327576)]"
Το αγώι ξυπνά τον αγωγιάτη,"{'Κρήτη>Ιεράπετρα>Μακρυλιά', 'Κρήτη>Ιεράπετρα>Βαϊνιά', 'Θεσπρωτία>Κωστάνα'}",3,"{'Κρήτη', 'Θεσπρωτία'}",2,"[(35.308495199999996, 24.46334231842296), (39.54401235, 20.308355368968883)]"
Το απολωλός πρόβατον,"{'Λακωνία', 'Αμοργός'}",2,"{'Λακωνία', 'Αμοργός'}",2,"[(36.76027945, 22.79046431389755), (36.85252415, 25.898486967715655)]"
Το βδέλυγμα της ερημώσεως,"{'Κρήτη', 'Αμοργός'}",2,"{'Κρήτη', 'Αμοργός'}",2,"[(35.308495199999996, 24.46334231842296), (36.85252415, 25.898486967715655)]"
Το βιό μου στη βιά μου,"{'Ιωάννινα', 'Πόντος'}",2,"{'Ιωάννινα', 'Πόντος'}",2,"[(39.6639818, 20.8522784), (40.8909282, 25.8663242)]"
Το βιό παντρεύει το στοιχειό,"{'Κοζάνη>Μηλιά', 'Εύβοια>Αγία Άννα'}",2,"{'Κοζάνη', 'Εύβοια'}",2,"[(40.3007259, 21.7883119), (38.49417235, 23.91108439913793)]"
Το βιός μου στη βιά μου,"{'Σκύρος', 'Ρόδος'}",2,"{'Σκύρος', 'Ρόδος'}",2,"[(38.87304355, 24.524477385184017), (36.172529749999995, 27.91940163839584)]"
Το βλατί πάντα βλατί είναι,"{'Θράκη>Αίνος', 'Ίμβρος>Χατζηγύριο>Κισσάνη'}",2,"{'Ίμβρος', 'Θράκη'}",2,"[(35.2541539, 24.1704124), (38.0105134, 23.7327576)]"
Το γάμο τον γαμούν οι παλαβοί τον κυνηγούν,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Το γάμπρο δεν είδαμε τ' αρχίδια του μεγάλα,"{'Λακωνία', 'Ήπειρος'}",2,"{'Λακωνία', 'Ήπειρος'}",2,"[(36.76027945, 22.79046431389755), (39.6501917, 20.690845557013784)]"
Το γαίμα νερό δεν γίνεται,"{'Θράκη>Καρυές', 'Πόντος', 'Θράκη>Αίνος'}",3,"{'Πόντος', 'Θράκη'}",2,"[(40.8909282, 25.8663242), (38.0105134, 23.7327576)]"
Το γαρ πολύ της θλίψεως γεννά παραφροσύνην,"{'Πήλιο>Ζαγορά', 'Μικρά Ασία>Λιβίσσι (Λειβίσσι)', 'Αχαΐα>Πάτρα', 'Λακωνία'}",4,"{'Λακωνία', 'Μικρά Ασία', 'Πήλιο', 'Αχαΐα'}",4,"[(36.76027945, 22.79046431389755), (38.1846366, 23.5122768), (39.3650875, 23.1355607), (38.0692748, 21.87273042232539)]"
Το γατί το νιαρνιασμένο πάει στον τοίχο τσιρλισμένο,"{'Λακωνία', 'Αθήνα'}",2,"{'Λακωνία', 'Αθήνα'}",2,"[(36.76027945, 22.79046431389755), (37.9755648, 23.7348324)]"
Το γαϊδούρι το δεμένο τρώει χορτάρι διαλεμένο,"{'Αρκαδία>Γορτυνία', 'Ανδρίτσαινα Ολυμπίου'}",2,"{'Ανδρίτσαινα Ολυμπίου', 'Αρκαδία'}",2,"[(37.5211202, 21.86915537501057), (37.42908855, 22.423541964571157)]"
Το γινάτ' βγάζ' το μάτ',"{'Κοζάνη>Βόϊο>Γαλατινή', 'Θράκη>Σαράντα Εκκλησίες'}",2,"{'Κοζάνη', 'Θράκη'}",2,"[(40.3007259, 21.7883119), (38.0105134, 23.7327576)]"
Το γινάτ' βγάζει μάτ',"{'Κρήτη>Κυδωνία', 'Σέρρες'}",2,"{'Κρήτη', 'Σέρρες'}",2,"[(35.308495199999996, 24.46334231842296), (41.0910711, 23.5498031)]"
Το γινάτι βγάζει μάτι,"{'Θράκη>Αίνος', 'Ήπειρος>Κόνιτσα', 'Μικρά Ασία>Κυδωνία', 'Ρούμελη', 'Σμύρνη>Ρεΐσδερε', 'Λαμία'}",6,"{'Θράκη', 'Μικρά Ασία', 'Ρούμελη', 'Σμύρνη', 'Ήπειρος', 'Λαμία'}",6,"[(38.0105134, 23.7327576), (38.1846366, 23.5122768), (35.5099769, 24.0313692), (37.9467441, 23.7138357), (39.6501917, 20.690845557013784), (38.8993832, 22.433582)]"
Το γινάτι βγάνει μάτι,"{'Καστοριά', 'Νάξος>Γαλανάδες'}",2,"{'Καστοριά', 'Νάξος'}",2,"[(40.5216297, 21.2636522), (37.06001045, 25.47075670857837)]"
Το γοργό και χάρην έχει,"{'Κρήτη>Ινναχώριο>Περιβόλια', 'Μικρά Ασία>Σινώπη', 'Λακωνία>Σπάρτη'}",3,"{'Λακωνία', 'Μικρά Ασία', 'Κρήτη'}",3,"[(36.76027945, 22.79046431389755), (38.1846366, 23.5122768), (35.308495199999996, 24.46334231842296)]"
Το γοργό και χάρι έχει,"{'Κρήτη>Ρέθυμνο>Μαλλάκι', 'Μικρά Ασία>Κυδωνία'}",2,"{'Μικρά Ασία', 'Κρήτη'}",2,"[(38.1846366, 23.5122768), (35.308495199999996, 24.46334231842296)]"
Το γοργό και χάριν έχει,"{'Κάρπαθος', 'Κρήτη', 'Φιλιππούπολη', 'Επτάνησος'}",4,"{'Κάρπαθος', 'Κρήτη', 'Φιλιππούπολη', 'Επτάνησος'}",4,"[(35.6136611, 27.11925668821135), (35.308495199999996, 24.46334231842296), (39.6327644, 22.3965233), (38.8351105, 20.7094392)]"
Το γοργόν και χάριν έχει,"{'Πήλιο>Ζαγορά', 'Θράκη>Αίνος', 'Κρήτη', 'Ανατολική Θράκη', 'Κρήτη>Ιεράπετρα>Βαϊνιά', 'Δαρδανέλλια (Ελλήσποντος)', 'Μεσσηνία', 'Αμοργός', 'Ρούμελη', 'Θεσπρωτία>Κωστάνα', 'Εύβοια>Κύμη', 'Σέρρες', 'Κως', 'Πόντος', 'Αχαΐα>Πάτρα', 'Ήπειρος', 'Ρόδος'}",17,"{'Ανατολική Θράκη', 'Κρήτη', 'Πήλιο', 'Θράκη', 'Δαρδανέλλια (Ελλήσποντος)', 'Ρόδος', 'Μεσσηνία', 'Θεσπρωτία', 'Ήπειρος', 'Ρούμελη', 'Σέρρες', 'Εύβοια', 'Κως', 'Αμοργός', 'Αχαΐα', 'Πόντος'}",16,"[(41.6759327, 26.5587225), (35.308495199999996, 24.46334231842296), (39.3650875, 23.1355607), (38.0105134, 23.7327576), (40.20917255, 26.44139082761628), (36.172529749999995, 27.91940163839584), (36.70694815, 22.122363134012744), (39.54401235, 20.308355368968883), (39.6501917, 20.690845557013784), (35.5099769, 24.0313692), (41.0910711, 23.5498031), (38.49417235, 23.91108439913793), (36.79369325, 27.084826562878217), (36.85252415, 25.898486967715655), (38.0692748, 21.87273042232539), (40.8909282, 25.8663242)]"
Το γουδί το γουδοχέρ',"{'Ήπειρος>Κόνιτσα', 'Θράκη>Σαράντα Εκκλησίες'}",2,"{'Ήπειρος', 'Θράκη'}",2,"[(39.6501917, 20.690845557013784), (38.0105134, 23.7327576)]"
Το γουδί το γουδοχέρι,"{'Σύμη', 'Κρήτη>Βιάννος', 'Τριφυλία>Λεντεκάδα', 'Μακεδονία', 'Λακωνία>Σπάρτη', 'Θράκη>Αίνος', 'Αρκαδία>Κυνουρία>Βούρβουρα', 'Ήπειρος>Κόνιτσα>Βούρμπιανη', 'Θεσπρωτία>Κωστάνα', 'Κρήτη', 'Άνδρος', 'Μακεδονία>Καταφύγι', 'Ήπειρος', 'Πήλιο>Ζαγορά', 'Αδριανούπολη', 'Εύβοια>Κύμη', 'Θήρα (Σαντορίνη)', 'Πόντος', 'Μικρά Ασία>Βιθυνία>Τσινάρι'}",19,"{'Κρήτη', 'Πήλιο', 'Αρκαδία', 'Θράκη', 'Λακωνία', 'Μικρά Ασία', 'Ήπειρος', 'Θεσπρωτία', 'Τριφυλία', 'Σύμη', 'Άνδρος', 'Αδριανούπολη', 'Θήρα (Σαντορίνη)', 'Εύβοια', 'Πόντος', 'Μακεδονία'}",16,"[(35.308495199999996, 24.46334231842296), (39.3650875, 23.1355607), (37.42908855, 22.423541964571157), (38.0105134, 23.7327576), (36.76027945, 22.79046431389755), (38.1846366, 23.5122768), (39.6501917, 20.690845557013784), (39.54401235, 20.308355368968883), (37.19501325, 21.703731840076117), (36.590401099999994, 27.841197470271265), (37.8408347, 24.86238235981581), (41.7111279, 26.3579609), (36.4071112, 25.456663652707153), (38.49417235, 23.91108439913793), (40.8909282, 25.8663242), (40.6186482, 22.91795361795959)]"
Το γουδί το γουδοχέρι και το κόπανο 'ς το χέρι,"{'Θράκη>Αίνος', 'Δαρδανέλλια (Ελλήσποντος)', 'Θράκη>Σηλυβρία', 'Μεσσηνία>Καλαμάτα', 'Τήλος', 'Σάμος>Μαραθόκαμπος', 'Μικρά Ασία>Χιλή', 'Μήλος', 'Κως'}",9,"{'Θράκη', 'Δαρδανέλλια (Ελλήσποντος)', 'Μικρά Ασία', 'Μεσσηνία', 'Σάμος', 'Τήλος', 'Μήλος', 'Κως'}",8,"[(38.0105134, 23.7327576), (40.20917255, 26.44139082761628), (38.1846366, 23.5122768), (36.70694815, 22.122363134012744), (37.72461615, 26.81929189110984), (36.42930045, 27.316339433417117), (36.70934405, 24.506833813253667), (36.79369325, 27.084826562878217)]"
