text,place,place_num,area,area_num,latlon
"Τί σέ λείπει, κασιδιάρη; Μαργαριταρένια σκούφια","{'Ανατολική Θράκη', 'Μικρά Ασία>Βιθυνία>Σιγή'}",2,"{'Μικρά Ασία', 'Ανατολική Θράκη'}",2,"[(38.1846366, 23.5122768), (41.6759327, 26.5587225)]"
Τί σού λείπει κασιδιάρη; Μαργαριταρένια σκούφια,"{'Θράκη>Σαμακόβι', 'Ήπειρος'}",2,"{'Ήπειρος', 'Θράκη'}",2,"[(39.6501917, 20.690845557013784), (38.0105134, 23.7327576)]"
"Τί σού λείπει, κασσιδιάρη; Σκούφια από μαργαριτάρι","{'Ήπειρος', 'Φιλιππούπολη'}",2,"{'Ήπειρος', 'Φιλιππούπολη'}",2,"[(39.6501917, 20.690845557013784), (39.6327644, 22.3965233)]"
"Τί σού λείπει, φτωχέ μου, τό δαχτυλιδάκι σου","{'Λακωνία', 'Ζάκυνθος'}",2,"{'Λακωνία', 'Ζάκυνθος'}",2,"[(36.76027945, 22.79046431389755), (37.78913845, 20.790089567090195)]"
Τίναξε τα πέταλα,"{'Σκύρος', 'Ήπειρος>Κόνιτσα', 'Ανατολική Θράκη', 'Θράκη>Σαράντα Εκκλησίες', 'Ήπειρος>Κόνιτσα>Βούρμπιανη', 'Λακωνία', 'Σάμος', 'Αδριανούπολη', 'Μικρά Ασία>Βιθυνία>Κατιρλί', 'Μικρά Ασία>Προύσα>Κουβούκλια'}",10,"{'Ανατολική Θράκη', 'Σκύρος', 'Θράκη', 'Λακωνία', 'Μικρά Ασία', 'Σάμος', 'Αδριανούπολη', 'Ήπειρος'}",8,"[(41.6759327, 26.5587225), (38.87304355, 24.524477385184017), (38.0105134, 23.7327576), (36.76027945, 22.79046431389755), (38.1846366, 23.5122768), (37.72461615, 26.81929189110984), (41.7111279, 26.3579609), (39.6501917, 20.690845557013784)]"
"Τα Κούτσανα τα Βύζαινα, τα δυό ποντανοχώρια","{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Τα έκανε γυαλιά καρφιά,"{'Θράκη>Αίνος', 'Μικρά Ασία>Κυδωνία'}",2,"{'Μικρά Ασία', 'Θράκη'}",2,"[(38.1846366, 23.5122768), (38.0105134, 23.7327576)]"
Τα έξοδα του γάμου η νύφη δεν τ' αξίζει!,"{'Αχαΐα>Πάτρα', 'Επτάνησος'}",2,"{'Αχαΐα', 'Επτάνησος'}",2,"[(38.0692748, 21.87273042232539), (38.8351105, 20.7094392)]"
Τα ίδια Παντελάκη μου τα ίδια Παντελή μου,"{'Δαρδανέλλια (Ελλήσποντος)', 'Κρήτη', 'Θράκη>Αίνος', 'Μικρά Ασία>Κυδωνία'}",4,"{'Δαρδανέλλια (Ελλήσποντος)', 'Κρήτη', 'Μικρά Ασία', 'Θράκη'}",4,"[(40.20917255, 26.44139082761628), (35.308495199999996, 24.46334231842296), (38.1846366, 23.5122768), (38.0105134, 23.7327576)]"
"Τα ίδια Παντελάκη μου, τα ίδια Παντελή μου","{'Ανατολική Θράκη', 'Ημαθία>Βασσαράς', 'Αχαΐα>Πάτρα', 'Αιτωλία'}",4,"{'Ανατολική Θράκη', 'Ημαθία', 'Αχαΐα', 'Αιτωλία'}",4,"[(41.6759327, 26.5587225), (40.65453325, 22.13931950431656), (38.0692748, 21.87273042232539), (37.4204248, 24.9479564)]"
"Τα ίδια Παντελάκι μου, τα ίδια Παντελή μου","{'Αμοργός', 'Κεφαλληνία>Άσσος'}",2,"{'Αμοργός', 'Κεφαλληνία'}",2,"[(36.85252415, 25.898486967715655), (38.2660322, 20.53739027630735)]"
Τα ίδια και τα ίδια,"{'Αμοργός', 'Θεσπρωτία>Κωστάνα'}",2,"{'Αμοργός', 'Θεσπρωτία'}",2,"[(36.85252415, 25.898486967715655), (39.54401235, 20.308355368968883)]"
Τα ίδια της συχωρεμένης,"{'Αρκαδία>Γορτυνία', 'Αμοργός'}",2,"{'Αμοργός', 'Αρκαδία'}",2,"[(36.85252415, 25.898486967715655), (37.42908855, 22.423541964571157)]"
Τα αυτά τοις αυτοίς,"{'Αρκαδία>Γορτυνία', 'Αμοργός', 'Επτάνησος'}",3,"{'Αμοργός', 'Αρκαδία', 'Επτάνησος'}",3,"[(36.85252415, 25.898486967715655), (37.42908855, 22.423541964571157), (38.8351105, 20.7094392)]"
Τα βόλια κάνουν τις δουλειές,"{'Λακωνία', 'Ιωάννινα>Μέγα Περιστέρι', 'Αμοργός'}",3,"{'Λακωνία', 'Ιωάννινα', 'Αμοργός'}",3,"[(36.76027945, 22.79046431389755), (39.6639818, 20.8522784), (36.85252415, 25.898486967715655)]"
Τα γέλοια και τα κλάματα την ίδια μέρα βγήκαν νωρίς εκουταπιάστηκαν το βράδυ γεννηθείκαιν,"{'Λακωνία', 'Ανάφη'}",2,"{'Λακωνία', 'Ανάφη'}",2,"[(36.76027945, 22.79046431389755), (36.37344365, 25.777285448243266)]"
Τα γενόμενα ουκ απογίνονται,"{'Μικρά Ασία>Λιβίσσι (Λειβίσσι)', 'Πόντος'}",2,"{'Μικρά Ασία', 'Πόντος'}",2,"[(38.1846366, 23.5122768), (40.8909282, 25.8663242)]"
Τα γινόμενα ουκ απογίνονται,"{'Αχαΐα>Καλάβρυτα', 'Αχαΐα>Πάτρα', 'Επτάνησος'}",3,"{'Αχαΐα', 'Επτάνησος'}",2,"[(38.0692748, 21.87273042232539), (38.8351105, 20.7094392)]"
Τα γραμμένα άγραφα δε γίνονται,"{'Μάλγαρα>Αλμάλι', 'Καρδίτσα>Σμόκοβο'}",2,"{'Καρδίτσα', 'Μάλγαρα'}",2,"[(39.3660304, 21.9287519), (40.6087041, 22.6839026)]"
Τα γρόσια πρόδωκαν το Χριστό,"{'Ήπειρος>Κόνιτσα', 'Ήπειρος>Κόνιτσα>Βούρμπιανη', 'Ημαθία>Βασσαράς'}",3,"{'Ημαθία', 'Ήπειρος'}",2,"[(40.65453325, 22.13931950431656), (39.6501917, 20.690845557013784)]"
Τα δέκα δέκα και μια κάππα,"{'Ήπειρος', 'Επτάνησος'}",2,"{'Ήπειρος', 'Επτάνησος'}",2,"[(39.6501917, 20.690845557013784), (38.8351105, 20.7094392)]"
Τα δανεικά του γείτονα και κάκια μην του πιάνης,"{'Αχαΐα>Πάτρα', 'Αρκαδία>Γορτυνία>Λάστα'}",2,"{'Αχαΐα', 'Αρκαδία'}",2,"[(38.0692748, 21.87273042232539), (37.42908855, 22.423541964571157)]"
Τα δικά μας των γειτόνων,"{'Ιωάννινα', 'Αμοργός', 'Ήπειρος', 'Ήπειρος>Δολιανά'}",4,"{'Ιωάννινα', 'Ήπειρος', 'Αμοργός'}",3,"[(39.6639818, 20.8522784), (39.6501917, 20.690845557013784), (36.85252415, 25.898486967715655)]"
Τα δόντια βαστούν τη γλώσσα,"{'Κρήτη>Κυδωνία', 'Αχαΐα>Πάτρα'}",2,"{'Κρήτη', 'Αχαΐα'}",2,"[(35.308495199999996, 24.46334231842296), (38.0692748, 21.87273042232539)]"
"Τα είπαμε ξαθά, σγουρά και γαϊτανοφρυδάτα","{'Μάνη>Αβία', 'Μεσσηνία>Αβία>Κάμπος'}",2,"{'Μεσσηνία', 'Μάνη'}",2,"[(36.70694815, 22.122363134012744), (41.4097472, 26.4024952)]"
Τα ελέη του Θεού,"{'Πόντος>Τραπεζούντα', 'Αμοργός', 'Επτάνησος'}",3,"{'Πόντος', 'Αμοργός', 'Επτάνησος'}",3,"[(40.8909282, 25.8663242), (36.85252415, 25.898486967715655), (38.8351105, 20.7094392)]"
Τα εν οίκω μη εν δήμω,"{'Κρήτη>Σητεία>Χαμέζι', 'Λακωνία', 'Επτάνησος', 'Αμοργός', 'Αχαΐα>Πάτρα'}",5,"{'Κρήτη', 'Λακωνία', 'Επτάνησος', 'Αμοργός', 'Αχαΐα'}",5,"[(35.308495199999996, 24.46334231842296), (36.76027945, 22.79046431389755), (38.8351105, 20.7094392), (36.85252415, 25.898486967715655), (38.0692748, 21.87273042232539)]"
Τα κάν' ο κλέφτης φοράται,"{'Κάρπαθος', 'Κρήτη'}",2,"{'Κάρπαθος', 'Κρήτη'}",2,"[(35.6136611, 27.11925668821135), (35.308495199999996, 24.46334231842296)]"
Τα κάπνισε,"{'Θράκη>Αίνος', 'Κρήτη'}",2,"{'Κρήτη', 'Θράκη'}",2,"[(35.308495199999996, 24.46334231842296), (38.0105134, 23.7327576)]"
Τα κάστανα θέλουν κρασί και τα καρύδια μέλι,"{'Αμοργός', 'Επτάνησος'}",2,"{'Αμοργός', 'Επτάνησος'}",2,"[(36.85252415, 25.898486967715655), (38.8351105, 20.7094392)]"
Τα κακά συναγμένα σε κακές αποθήκες,"{'Ιθάκη', 'Αιτωλοακαρνανία>Ξηρόμερο', 'Θάσος', 'Κεφαλληνία>Λειβαθώ', 'Αχαΐα>Πάτρα'}",5,"{'Ιθάκη', 'Θάσος', 'Κεφαλληνία', 'Αχαΐα', 'Αιτωλοακαρνανία'}",5,"[(38.401896050000005, 20.670092887359495), (40.6844479, 24.651206350038855), (38.2660322, 20.53739027630735), (38.0692748, 21.87273042232539), (38.2558495, 21.7377752)]"
Τα κακάρουσι,"{'Αδριανούπολη', 'Θεσσαλία>Καλαμπάκα', 'Σάμος'}",3,"{'Αδριανούπολη', 'Θεσσαλία', 'Σάμος'}",3,"[(41.7111279, 26.3579609), (39.5564697, 21.6905283), (37.72461615, 26.81929189110984)]"
Τα κακάρωσε,"{'Θράκη>Σαράντα Εκκλησίες', 'Σύρος', 'Αρκαδία>Γορτυνία', 'Κεφαλληνία', 'Αρκαδία>Δημητσάνα'}",5,"{'Σύρος', 'Κεφαλληνία', 'Αρκαδία', 'Θράκη'}",4,"[(37.438510050000005, 24.91237715644563), (38.2660322, 20.53739027630735), (37.42908855, 22.423541964571157), (38.0105134, 23.7327576)]"
Τα κακάρωσε!,"{'Ολυμπία', 'Μακεδονία'}",2,"{'Ολυμπία', 'Μακεδονία'}",2,"[(37.6382503, 21.630566024011667), (40.6186482, 22.91795361795959)]"
Τα κώλα εν τη ερήμω,"{'Λακωνία', 'Ιωάννινα>Νεγάδες', 'Θράκη>Μάδυτος'}",3,"{'Λακωνία', 'Ιωάννινα', 'Θράκη'}",3,"[(36.76027945, 22.79046431389755), (39.6639818, 20.8522784), (38.0105134, 23.7327576)]"
Τα λάθη είναι για τους ανθρώπους,"{'Λακωνία', 'Αχαΐα>Πάτρα'}",2,"{'Λακωνία', 'Αχαΐα'}",2,"[(36.76027945, 22.79046431389755), (38.0692748, 21.87273042232539)]"
Τα λέει καθαρά κι ξάστιρα,"{'Ήπειρος>Ζαγόρι', 'Ιωάννινα>Νεγάδες'}",2,"{'Ιωάννινα', 'Ήπειρος'}",2,"[(39.6639818, 20.8522784), (39.6501917, 20.690845557013784)]"
Τα λέει ουρθά κουφτά,"{'Ήπειρος>Ζαγόρι', 'Ιωάννινα>Νεγάδες'}",2,"{'Ιωάννινα', 'Ήπειρος'}",2,"[(39.6639818, 20.8522784), (39.6501917, 20.690845557013784)]"
Τα λόγια δεν παίρν ο μπακάλης,"{'Λακωνία', 'Ζάκυνθος'}",2,"{'Λακωνία', 'Ζάκυνθος'}",2,"[(36.76027945, 22.79046431389755), (37.78913845, 20.790089567090195)]"
Τα λόγια κουμέρκι δεν έχουν,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Τα λόγια σου με χόρτασαν και το ψωμί σου φάτο,"{'Ηλεία>Ανδρίτσαινα', 'Ήπειρος>Κόνιτσα', 'Ιωάννινα>Πλέσια', 'Καρδίτσα>Μορφοβούνι'}",4,"{'Ηλεία', 'Ιωάννινα', 'Ήπειρος', 'Καρδίτσα'}",4,"[(37.993624749999995, 23.65232320524862), (39.6639818, 20.8522784), (39.6501917, 20.690845557013784), (39.3660304, 21.9287519)]"
Τα λόγια των πολλών κάνουν τον άνθρωπο λωλό,"{'Ανατολική Θράκη', 'Κρήτη>Κυδωνία'}",2,"{'Ανατολική Θράκη', 'Κρήτη'}",2,"[(41.6759327, 26.5587225), (35.308495199999996, 24.46334231842296)]"
Τα μάτια σ' τέσσερα,"{'Μικρά Ασία>Κύζικος', 'Εύβοια>Αγία Άννα'}",2,"{'Μικρά Ασία', 'Εύβοια'}",2,"[(38.1846366, 23.5122768), (38.49417235, 23.91108439913793)]"
Τα μάτια σου τέσσερα,"{'Άνδρος', 'Αργολίδα>Ερμιονίδα>Κρανίδι'}",2,"{'Αργολίδα', 'Άνδρος'}",2,"[(37.56626615, 22.85593894780862), (37.8408347, 24.86238235981581)]"
Τα μεταξωτά βρακιά θέλουν πιδέξιους κώλους,"{'Θράκη>Σωζόπολη', 'Ζάκυνθος'}",2,"{'Ζάκυνθος', 'Θράκη'}",2,"[(37.78913845, 20.790089567090195), (38.0105134, 23.7327576)]"
Τα μικρά δεν ήθελες τα μεγάλα γύρευες τραύα γέρο διάβολε,"{'Πήλιο>Ζαγορά', 'Μικρά Ασία>Κύζικος', 'Ήπειρος'}",3,"{'Μικρά Ασία', 'Πήλιο', 'Ήπειρος'}",3,"[(38.1846366, 23.5122768), (39.3650875, 23.1355607), (39.6501917, 20.690845557013784)]"
Τα μυαλά σου και μια λίρα και του μπογιατζή ο κόπανος,"{'Κως>Πυλί', 'Ρούμελη'}",2,"{'Κως', 'Ρούμελη'}",2,"[(36.79369325, 27.084826562878217), (35.5099769, 24.0313692)]"
Τα μυαλά σου και μια λύρα και του μπογιατζή ο κόπανος,"{'Ανατολική Θράκη', 'Κρήτη', 'Νίσυρος', 'Ημαθία>Βασσαράς', 'Κορινθία>Τρίκαλα'}",5,"{'Ανατολική Θράκη', 'Κρήτη', 'Κορινθία', 'Νίσυρος', 'Ημαθία'}",5,"[(41.6759327, 26.5587225), (35.308495199999996, 24.46334231842296), (37.96299085, 22.733342367236247), (36.58904575, 27.169184022557516), (40.65453325, 22.13931950431656)]"
Τα νύχια του τάβαλε στην άρμη,"{'Λακωνία', 'Ήπειρος>Ζαγόρι>Βίτσα'}",2,"{'Λακωνία', 'Ήπειρος'}",2,"[(36.76027945, 22.79046431389755), (39.6501917, 20.690845557013784)]"
Τα ξένα βάσανα γερνούν τον κόσμο,"{'Κρήτη', 'Ημαθία>Βασσαράς'}",2,"{'Κρήτη', 'Ημαθία'}",2,"[(35.308495199999996, 24.46334231842296), (40.65453325, 22.13931950431656)]"
Τα ξένα θαύματα και τα μέσα σίγουρα,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Τα ξένα χέρια αναπαύσιν μα την καρδιά καύσιν,"{'Λακωνία', 'Ανάφη'}",2,"{'Λακωνία', 'Ανάφη'}",2,"[(36.76027945, 22.79046431389755), (36.37344365, 25.777285448243266)]"
Τα ξέρουν ςτο παζάρι τάχα το ΄ξερουν και ςτο σπίτι;,"{'Λακωνία', 'Ζάκυνθος'}",2,"{'Λακωνία', 'Ζάκυνθος'}",2,"[(36.76027945, 22.79046431389755), (37.78913845, 20.790089567090195)]"
Τα ξερά σκατά στον τοίχο δεν κολλούνε,"{'Νάξος>Απείρανθος', 'Λακωνία>Σπάρτη', 'Ανατολική Κρήτη'}",3,"{'Λακωνία', 'Νάξος', 'Ανατολική Κρήτη'}",3,"[(36.76027945, 22.79046431389755), (37.06001045, 25.47075670857837), (35.2054621, 26.0924542)]"
Τα ξηρά σκατά συον τοίχο δεν κολλούνε κι αν κολλήσουνε δε βρωμούνε,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Τα πήρε σβάρνα,"{'Λακωνία', 'Αμοργός'}",2,"{'Λακωνία', 'Αμοργός'}",2,"[(36.76027945, 22.79046431389755), (36.85252415, 25.898486967715655)]"
Τα παθήματα γίνονται μαθήματα,"{'Κρήτη', 'Θράκη>Σηλυβρία', 'Αρκαδία>Γορτυνία', 'Επτάνησος', 'Αμοργός'}",5,"{'Κρήτη', 'Αρκαδία', 'Θράκη', 'Επτάνησος', 'Αμοργός'}",5,"[(35.308495199999996, 24.46334231842296), (37.42908855, 22.423541964571157), (38.0105134, 23.7327576), (38.8351105, 20.7094392), (36.85252415, 25.898486967715655)]"
Τα παθήματα μαθήματα,"{'Μικρά Ασία>Λιβίσσι (Λειβίσσι)', 'Κύπρος', 'Θράκη>Σαράντα Εκκλησίες', 'Ιωάννινα>Νεγάδες', 'Ήπειρος>Ζαγόρι>Βίτσα', 'Αδριανούπολη', 'Αρκαδία>Γορτυνία', 'Ανάφη', 'Θράκη>Σουφλί', 'Φιλιππούπολη'}",10,"{'Κύπρος', 'Αρκαδία', 'Θράκη', 'Μικρά Ασία', 'Αδριανούπολη', 'Ανάφη', 'Ιωάννινα', 'Ήπειρος', 'Φιλιππούπολη'}",9,"[(34.9174159, 32.889902651331866), (37.42908855, 22.423541964571157), (38.0105134, 23.7327576), (38.1846366, 23.5122768), (41.7111279, 26.3579609), (36.37344365, 25.777285448243266), (39.6639818, 20.8522784), (39.6501917, 20.690845557013784), (39.6327644, 22.3965233)]"
Τα παιδιά είναι παίδεψη,"{'Λακωνία', 'Επτάνησος'}",2,"{'Λακωνία', 'Επτάνησος'}",2,"[(36.76027945, 22.79046431389755), (38.8351105, 20.7094392)]"
Τα παλιά κονίσματα στο γυναικειό τα βάζουν,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5564697, 21.6905283)]"
Τα περασμένα ξεχασμένα,"{'Μακεδονία>Βογατσικό', 'Θράκη>Αίνος', 'Κύπρος', 'Θράκη>Σηλυβρία', 'Αδριανούπολη', 'Αμοργός', 'Φιλιππούπολη'}",7,"{'Κύπρος', 'Θράκη', 'Αδριανούπολη', 'Αμοργός', 'Μακεδονία', 'Φιλιππούπολη'}",6,"[(34.9174159, 32.889902651331866), (38.0105134, 23.7327576), (41.7111279, 26.3579609), (36.85252415, 25.898486967715655), (40.6186482, 22.91795361795959), (39.6327644, 22.3965233)]"
Τα πολλά λόγια 'ναι φτώχεια,"{'Αμοργός', 'Κρήτη>Ηράκλειο>Αρχάνες', 'Κεφαλληνία>Αργοστόλι'}",3,"{'Κρήτη', 'Αμοργός', 'Κεφαλληνία'}",3,"[(35.308495199999996, 24.46334231842296), (36.85252415, 25.898486967715655), (38.2660322, 20.53739027630735)]"
Τα πολλά λόγια είναι φτώχεια,"{'Θράκη>Αίνος', 'Κρήτη', 'Χίος>Νένητα', 'Μικρά Ασία>Σινώπη', 'Σκύρος', 'Άνδρος', 'Φωκίδα>Δωρίδα>Κριάτσι', 'Μικρά Ασία>Βιθυνία>Σιγή', 'Ημαθία>Βασσαράς', 'Καστοριά', 'Κρήτη>Ρέθυμνο>Μαλλάκι', 'Κως>Πυλί'}",12,"{'Κρήτη', 'Σκύρος', 'Χίος', 'Θράκη', 'Μικρά Ασία', 'Άνδρος', 'Φωκίδα', 'Καστοριά', 'Κως', 'Ημαθία'}",10,"[(35.308495199999996, 24.46334231842296), (38.87304355, 24.524477385184017), (38.37581315, 26.064655246170453), (38.0105134, 23.7327576), (38.1846366, 23.5122768), (37.8408347, 24.86238235981581), (38.5001712, 22.249041587329263), (40.5216297, 21.2636522), (36.79369325, 27.084826562878217), (40.65453325, 22.13931950431656)]"
Τα πολλά λόγια είναι φτώχια,"{'Λακωνία', 'Μικρά Ασία>Σινώπη', 'Κρήτη>Μυλοπόταμος>Πρινέ', 'Ρούμελη'}",4,"{'Λακωνία', 'Μικρά Ασία', 'Κρήτη', 'Ρούμελη'}",4,"[(36.76027945, 22.79046431389755), (38.1846366, 23.5122768), (35.308495199999996, 24.46334231842296), (35.5099769, 24.0313692)]"
Τα πολλά τα λόγια είναι φτώχεια,"{'Ανατολική Θράκη', 'Θεσπρωτία>Κωστάνα', 'Επτάνησος', 'Κοζάνη>Μηλιά', 'Καστοριά', 'Κοζάνη>Γαλάτεια'}",6,"{'Ανατολική Θράκη', 'Θεσπρωτία', 'Επτάνησος', 'Καστοριά', 'Κοζάνη'}",5,"[(41.6759327, 26.5587225), (39.54401235, 20.308355368968883), (38.8351105, 20.7094392), (40.5216297, 21.2636522), (40.3007259, 21.7883119)]"
Τα πολλά τα παιδιά χουζανίαν είν',"{'Κοζάνη>Βόϊο>Χειμερινό', 'Πόντος>Χαλδία'}",2,"{'Πόντος', 'Κοζάνη'}",2,"[(40.8909282, 25.8663242), (40.3007259, 21.7883119)]"
Τα πολλά τιμούν τον άντρα και τα λίγα τη γυναίκα,"{'Λακωνία', 'Μεσσηνία', 'Ρούμελη'}",3,"{'Λακωνία', 'Μεσσηνία', 'Ρούμελη'}",3,"[(36.76027945, 22.79046431389755), (36.70694815, 22.122363134012744), (35.5099769, 24.0313692)]"
Τα πουλλά τα λόϊα είνι φτώχεια,"{'Κοζάνη>Καταφύγιο', 'Ιωάννινα>Νεγάδες'}",2,"{'Ιωάννινα', 'Κοζάνη'}",2,"[(39.6639818, 20.8522784), (40.3007259, 21.7883119)]"
Τα ράσα δεν κάνουν τον παπά,"{'Λακωνία', 'Αρκαδία>Γορτυνία>Σέρβος'}",2,"{'Λακωνία', 'Αρκαδία'}",2,"[(36.76027945, 22.79046431389755), (37.42908855, 22.423541964571157)]"
Τα ρούχα κάνουν άνθρωπο και τ' άρματα λεβέντη,"{'Μεσσηνία', 'Αρκαδία'}",2,"{'Μεσσηνία', 'Αρκαδία'}",2,"[(36.70694815, 22.122363134012744), (37.42908855, 22.423541964571157)]"
Τα σκεπασμένα κάρβουνα βαστουν ζεστή τη στάχτη,"{'Αδριανούπολη', 'Κρήτη>Σητεία>Χαμέζι'}",2,"{'Αδριανούπολη', 'Κρήτη'}",2,"[(41.7111279, 26.3579609), (35.308495199999996, 24.46334231842296)]"
Τα τριάκοντα αργύρια,"{'Κρήτη', 'Ήπειρος'}",2,"{'Κρήτη', 'Ήπειρος'}",2,"[(35.308495199999996, 24.46334231842296), (39.6501917, 20.690845557013784)]"
Ταγώγι ξυπνάει τον αγωγιάτη,"{'Θράκη>Αίνος', 'Εύβοια>Κύμη', 'Αχαΐα>Πάτρα', 'Κεφαλληνία'}",4,"{'Κεφαλληνία', 'Αχαΐα', 'Εύβοια', 'Θράκη'}",4,"[(38.2660322, 20.53739027630735), (38.0692748, 21.87273042232539), (38.49417235, 23.91108439913793), (38.0105134, 23.7327576)]"
"Τετάρτη και Παρακευή τα νύχια σου μην κόψης, την Κυριακή μη χτενιστής αν θέλης να προκόψης","{'Τήνος', 'Λέσβος>Αγιάσσος'}",2,"{'Τήνος', 'Λέσβος'}",2,"[(37.6017133, 25.15402178217012), (39.17584185, 25.998913450232415)]"
Τετράδη και Παρασκευή τα νύχια σου μη κόψης και Κυριακή μη ξουριστής αν θέλης να προκόψης,"{'Αδριανούπολη', 'Μικρά Ασία>Κύζικος>Αρτάκη'}",2,"{'Αδριανούπολη', 'Μικρά Ασία'}",2,"[(41.7111279, 26.3579609), (38.1846366, 23.5122768)]"
"Τη Λαμπρή χωρίς αρνί κάνω, χωρίς γυναίκα δεν κάνω","{'Λακωνία', 'Αθήνα'}",2,"{'Λακωνία', 'Αθήνα'}",2,"[(36.76027945, 22.79046431389755), (37.9755648, 23.7348324)]"
Τη γίδα γαμούσαν τον τράγο πόνιε ο κώλος,"{'Λακωνία', 'Ήπειρος'}",2,"{'Λακωνία', 'Ήπειρος'}",2,"[(36.76027945, 22.79046431389755), (39.6501917, 20.690845557013784)]"
Την έπαθε Χιώτικη,"{'Ήπειρος>Ζαγόρι>Βίτσα', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Ήπειρος'}",2,"[(38.0692748, 21.87273042232539), (39.6501917, 20.690845557013784)]"
Την έπαθε σαν αγράμματος,"{'Αχαΐα>Πάτρα', 'Ρούμελη'}",2,"{'Αχαΐα', 'Ρούμελη'}",2,"[(38.0692748, 21.87273042232539), (35.5099769, 24.0313692)]"
Την έπαθε χιώτικα,"{'Λακωνία', 'Ανατολική Θράκη'}",2,"{'Λακωνία', 'Ανατολική Θράκη'}",2,"[(36.76027945, 22.79046431389755), (41.6759327, 26.5587225)]"
Την έχ' δαγκαμέν',"{'Θράκη>Αυδήμιο', 'Αδριανούπολη>Ορτάκιοϊ'}",2,"{'Αδριανούπολη', 'Θράκη'}",2,"[(41.7111279, 26.3579609), (38.0105134, 23.7327576)]"
Την ημέρα φοβάται τα βουβάλα και την νύχτα τα σφάζει,"{'Λακωνία', 'Αμοργός'}",2,"{'Λακωνία', 'Αμοργός'}",2,"[(36.76027945, 22.79046431389755), (36.85252415, 25.898486967715655)]"
Την κόκκινη Πέφτη,"{'Αμοργός', 'Ήπειρος'}",2,"{'Αμοργός', 'Ήπειρος'}",2,"[(36.85252415, 25.898486967715655), (39.6501917, 20.690845557013784)]"
Τηράει το νερό στον ήλιο,"{'Αρκαδία>Γορτυνία', 'Μεσσηνία', 'Αρκαδία>Γορτυνία>Λάστα'}",3,"{'Μεσσηνία', 'Αρκαδία'}",2,"[(36.70694815, 22.122363134012744), (37.42908855, 22.423541964571157)]"
"Της Ελένης το βρακί, κρέμεται στο μπογιατσή, κάνει πάνω κάνει κάτω, όλο τσιρλιτό γεμάτο","{'Λακωνία', 'Μεσσηνία'}",2,"{'Λακωνία', 'Μεσσηνία'}",2,"[(36.76027945, 22.79046431389755), (36.70694815, 22.122363134012744)]"
Της Κυριακής το όνειρο το γιόμα ξεδηγάει,"{'Λάρισα>Ελασσόνα>Μέγα Ελευθεροχώρι', 'Αχαΐα>Πάτρα>Ξηροχώρι'}",2,"{'Λάρισα', 'Αχαΐα'}",2,"[(39.6383092, 22.4160706), (38.0692748, 21.87273042232539)]"
Της Κυριακής χαρά και της Δευτέρας λύπη,"{'Μεσσηνία>Πύλος>Κορώνη', 'Σύρος'}",2,"{'Μεσσηνία', 'Σύρος'}",2,"[(36.70694815, 22.122363134012744), (37.438510050000005, 24.91237715644563)]"
Της αβανιάς το γέννημα σε ποντισμένο μύλο,"{'Αχαΐα>Καλάβρυτα', 'Ιωάννινα>Μέγα Περιστέρι'}",2,"{'Ιωάννινα', 'Αχαΐα'}",2,"[(39.6639818, 20.8522784), (38.0692748, 21.87273042232539)]"
Της αδικιάς τα λάχανα τζουκάλι δεν τα βράζει,"{'Λακωνία', 'Μεσσηνία'}",2,"{'Λακωνία', 'Μεσσηνία'}",2,"[(36.76027945, 22.79046431389755), (36.70694815, 22.122363134012744)]"
Της αδικιάς το γέννημα σε ποντισμένο μύλο,"{'Αρκαδία>Κυνουρία>Βούρβουρα', 'Ιθάκη', 'Αρκαδία>Γορτυνία', 'Επτάνησος', 'Αχαΐα>Πάτρα'}",5,"{'Ιθάκη', 'Αχαΐα', 'Αρκαδία', 'Επτάνησος'}",4,"[(38.401896050000005, 20.670092887359495), (38.0692748, 21.87273042232539), (37.42908855, 22.423541964571157), (38.8351105, 20.7094392)]"
Της καλής προβατίνας κολλούν κουδούνι,"{'Λακωνία', 'Ήπειρος'}",2,"{'Λακωνία', 'Ήπειρος'}",2,"[(36.76027945, 22.79046431389755), (39.6501917, 20.690845557013784)]"
Της νύχτας τα καμώματα τα βλέπ' η μέρα και γελά,"{'Μεσσηνία', 'Αμοργός'}",2,"{'Μεσσηνία', 'Αμοργός'}",2,"[(36.70694815, 22.122363134012744), (36.85252415, 25.898486967715655)]"
